year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2001,0001,OPEC,5793.1,4781.4,5642,5438.7,5789.9,5223.6,5299.6,4932.5,4872,4717,3777.5,3486.6,59753.9,1705,1483.1,2286.5,1687.8,1670.1,1652.6,1652.6,1530.4,1577.2,1623.6,1597.2,1586.3,20052.4
2002,0001,OPEC,3733.2,3297.6,3897.6,4512,4586.1,4153.2,4714.1,5139,4879.6,5129.7,4591.3,4611.2,53244.6,1238.1,1347.7,1430.7,1590.8,2042.6,1431.3,1569.1,1491.8,1923.5,1645.8,1641,1459.4,18811.8
2003,0001,OPEC,4827.229934,4744.725577,6564.901763,6296.29247,5653.338053,5607.719153,5821.090754,5568.321832,5738.393249,5956.114039,5413.740577,6152.04194,68343.90934,1126.036445,1358.238182,1562.231913,1279.042985,1241.80407,1624.258457,1387.443957,1449.037698,1639.620109,1513.710072,1514.213386,1583.807539,17279.44481
2004,0001,OPEC,5949.285059,6021.755249,6989.478656,6743.254862,7520.114768,7513.658609,7590.014789,9082.095277,8295.523465,9120.886694,9071.300774,8202.087849,92099.45605,1422.7,1400.5,1814.8,1558.6,1796.6,2013.1,1825.1,1810.43,1960.2,2279.8,2024.6,2349.9,22256.33
2005,0001,OPEC,8149.278487,8063.796404,9767.021242,10163.16315,9870.913114,10176.24448,11280.78506,12553.13513,11822.55741,12514.83798,11657.27676,11150.05653,127169.0657,1991.8,2008.3,2902.2,2716.1,2566.5,2535.8,2477.4,2764.5,2577.7,2956.2,3035.3,3109,31640.8
2006,0001,OPEC,11492.36574,11045.84404,11616.61247,11540.69062,14169.00801,13732.89443,15102.71994,15205.98892,13388.10308,11852.0379,10419.24488,11192.71822,150758.2283,2472.6,2979.7,2982.7,2998.2,3134.1,3272,3068,3441.1,3587.5,3697.1,3238,3787.4,38658.4
2007,0001,OPEC,11588.60337,9336.611302,12058.30328,12614.83768,13950.72076,13194.48478,13987.10683,15134.98254,14626.26357,15133.61587,16418.3327,17607.60038,165651.463,2968.4,2890.2,4067.3,3408.1,3506.8,3870.2,3823.2,4421.7,4103.9,4633.3,4937.4,5854.5,48485
2008,0001,OPEC,20302.1,17616.8,18816.3,20936,22902.1,24144.6,29249,26230.5,18786.5,20430,11948.3,11216.5,242578.7,4377.1,4555.9,4540.3,5088,4804.6,5238.2,5260.6,6563.5,5734.8,6469.3,6222.1,6025.5,64879.9
2009,0001,OPEC,7982.701834,6362.960453,7301.915503,7631.575492,7847.126948,9625.768098,10475.97035,10053.9437,11908.14851,10343.92776,10479.8123,11588.47963,111602.3306,3924.52019,4315.330876,4950.394347,4076.795891,3716.930982,3773.785704,3511.923728,3693.173159,4187.2168,4503.098814,4402.745179,4801.081449,49856.99712
2010,0001,OPEC,10966.44522,10780.99698,13656.51801,13838.44711,12494.72272,13518.32472,12405.38744,13549.15924,13311.7423,10495.17895,11579.24482,13296.92653,149893.094,3757.759429,4348.587977,4626.859712,4505.050657,4659.628953,4582.853898,4366.733412,4571.31673,4325.123173,4882.549567,4620.67746,4978.648104,54225.78907
2011,0001,OPEC,14357.52669,13499.01642,16045.4748,14847.96861,16915.85649,18833.21783,17190.24723,18514.74004,16419.59028,14422.88407,14734.49702,15722.98101,191504.0005,4321.089547,4233.507064,5280.54771,5340.653782,5467.239282,5220.990056,5277.592772,5254.338882,5894.593827,6344.013736,5483.841604,6506.749953,64625.15822
2012,0001,OPEC,15766.91878,12162.50154,16584.14397,17768.88734,17677.43781,15730.9717,14737.98218,14754.74496,14172.37617,15226.71479,13964.9083,12222.39325,180769.9808,5857.03847,5712.974729,7293.641816,6309.664415,6437.79246,7212.255348,6372.81491,6637.410529,6977.827541,6717.386495,7346.507666,8846.750143,81722.06452
2013,0001,OPEC,14317.77425,10382.68983,12670.44543,13515.12373,13446.7364,13056.92832,0,0,0,0,0,0,77389.69796,7918.796014,6796.650629,8167.005458,6901.690308,7154.228369,7299.083823,0,0,0,0,0,0,44237.4546
2001,0003,European Union,19413.6,18491.1,20720.2,19677.4,19596.3,18334.9,20129,18010.5,15676.7,20810.4,18664.4,17043.7,226568.2,13908.7,14794,15690,13949,14427.2,13996.9,11531.9,12844.9,12250.4,13317.2,12399.8,12821,161931
2002,0003,European Union,16444.7,17043.8,19295.3,19730.8,19423.5,18696.7,21471.8,18790.5,18190,21443,20511.7,21271.6,232313.4,11619.6,12381.6,13604.1,12360.7,12215.8,12146.4,10748.3,11975.6,11790.4,13258.2,12703,11817.5,146621.2
2003,0003,European Union,18656,18766.7,22053.6,21144.4,20815.2,21285.9,22315.9,19278.8,20451.9,23100.2,21602.3,23570.8,253041.7,12073.1,12338.4,14267.9,13214.8,12961.3,12935.7,11834.3,12200.9,12394.1,13911.5,13975.7,13062.4,155170.1
2004,0003,European Union,19117.095,21879.6,25653.899,24408.431,23337.897,24142.118,23571.972,22823.221,21877.954,24537.226,25162.004,25447.207,281958.624,12703.9,13917.5,16052.7,14743.8,14825.5,13827.1,12988.84,13467,14077.2,15171.8,14301.2,15153.1,171229.64
2005,0003,European Union,21997.6,23647.06,26257.64,25706.28,26691.3,26425.8,26425.8,25534.3,24951.4,27799.9,27795.4,26395.5,309627.98,13982.1,14893,16834.2,16300.5,16037,15586.7,14272.8,14459.9,14684.2,15838.5,15978.8,16298.2,185165.9
2006,0003,European Union,24878.4,24114,29297.6,27054.7,29601.5,28397.9,28875.3,28457.7,25538.9,28222.8,28399.5,27643.4,330481.7,15035.4,15966.5,18824.7,17374,18145.3,19028.5,15865.6,17415.4,18274.1,18763.9,18577.1,18616.4,211886.9
2007,0003,European Union,26094.34069,25379.17465,31283.5644,29325.26245,29714.40768,30372.47414,31395.51189,30192.76232,27175.241,33776.75867,31182.36034,28517.40408,354409.2623,19237.50633,18811.20423,22717.8198,19819.03356,20837.1031,20515.69474,18695.41688,20125.88107,20445.45624,21552.56851,20734.9947,20673.22446,244165.9036
2008,0003,European Union,27757.79818,30472.96132,31692.06161,32752.32345,32658.05906,33387.51657,34822.82205,29706.63838,29150.30114,32068.20523,26550.00149,26598.75941,367617.4479,21151.38215,23431.00935,23594.56067,23664.39597,23797.26435,24834.10604,23664.17742,23597.5923,20826.33171,22861.50965,20658.92846,19728.82746,271810.0855
2009,0003,European Union,21187.93074,21978.44769,24116.07099,23216.88779,20748.75764,23136.8198,25180.3026,22371.78776,23529.03036,25691.62173,25270.80749,25372.38215,281800.8467,17666.98748,18678.81587,19834.15577,17764.03038,17915.52191,18671.62109,17089.07542,16652.4659,18055.91658,20591.1752,18708.03043,18971.54976,220599.3458
2010,0003,European Union,21293.22372,23124.56633,28264.09602,24771.26173,25738.82342,27709.51171,28484.63932,27552.76853,26630.29151,28697.70824,28213.3538,28783.57823,319263.8226,18550.49763,17851.65269,20956.32417,18949.87842,19431.3163,20334.69312,18784.60928,19356.40172,20308.37294,21831.25831,20992.74469,22243.21085,239590.9601
2011,0003,European Union,26134.26621,26833.46624,33504.66057,31133.71634,31677.03632,32344.57544,30174.77898,31371.74745,29528.50037,31528.33476,31746.12446,32498.01967,368475.2268,20219.04852,19907.08112,24397.77886,23438.87283,22711.90571,22728.58109,21405.3853,22364.92376,23189.53153,23339.16536,22004.81868,22748.19114,268455.2839
2012,0003,European Union,29590.71084,28530.45493,34908.25958,31281.32701,33450.04812,31537.37322,33251.76604,32885.45563,29381.06715,32394.72419,33592.59258,30403.86914,381207.6484,21097.67942,22541.62172,25201.18832,22343.81759,22852.57905,23213.6717,20606.2631,21479.72901,21338.93749,21682.11148,21380.08641,21621.95559,265359.6409
2013,0003,European Union,28883.82457,28819.24644,32843.91206,33572.53678,33314.38699,29912.50917,0,0,0,0,0,0,187346.416,20237.64866,20061.32661,22949.50258,21143.90657,22492.83453,22822.1771,0,0,0,0,0,0,129707.3961
2001,0004,"World, Seasonally Adjusted",105470,100350,101853,98164,95150,94978,93680,92569,90957,91322,89979,86527,1140999,65869,66114,64350,62805,63772,61102,59298,59648,56375,56987,56711,56069,729100
2002,0004,"World, Seasonally Adjusted",89443,91539,91447,95972,96395,97848,97197,99721,99364,96860,102120,103460,1161366,55939,55717,55925,57958,58182,58772,59129,59173,58639,58066,58815,56789,693104
2003,0004,"World, Seasonally Adjusted",102284,101719,105340,103175,102613,103398,105082,101990,105721,107040,107742,111017,1257121,58068,58846,59077,58573,58314,60582,60696,59170,61041,62203,64665,63536,724771
2004,0004,"World, Seasonally Adjusted",110890,113977,118678,118542,120671,124355,122979,124224,124400,128810,131867,130310,1469703,62693,65852.5,67871,67069.9,68677.4,66378.4,67645.8,68131.7,69592.3,70167.6,69283.5,71511.4,814874.5
2005,0004,"World, Seasonally Adjusted",132065,134921,130902,137129,135665,137614,137423,139189,143958,148676,146650,149264,1673456,71669,72184.8,72793.3,75490.2,75073.9,74950.1,74688.4,76214.7,74227.5,76236.2,77744.5,79809.2,901081.8
2006,0004,"World, Seasonally Adjusted",152919,148596,150759,151278,154996,155279,156232,159838,157913,153411,154406,158312,1853939,80555,81535,83299,83188,84593,86432,84328,86715,87510,88264,89566,89984,1025969
2007,0004,"World, Seasonally Adjusted",156000,155097,161806,159655,161050,163137,163679,163444,164883,166868,171602,169741,1956962,90847,88931,92877,92573,94330,95344,95773,97552,98065,99509,100798,101598,1148197
2008,0004,"World, Seasonally Adjusted",175412,179496,175126,182776,183767,186963,194334,186261,175833,174067,150372,139234,2103641,104441,107512,105976,110383,110828,115784,118309,116219,107172,105006,97819,87992,1287441
2009,0004,"World, Seasonally Adjusted",129116,121807,121885,120572,118736,122156,129912,128770,136267,139309,143475,147620,1559625,82415,84903,83500,81088,83369,85737,87833,87767,91673,94829,94635,98293,1056042
2010,0004,"World, Seasonally Adjusted",146808,150520,153982,153706,158128,162202,159664,164528,163835,165302,164893,170290,1913858,98302,99555,103530,102397,105517,104494,107246,107428,107734,112730,113521,116039,1278493
2011,0004,"World, Seasonally Adjusted",178767,175072,180429,180291,185088,185367,185746,185388,186107,187174,187146,191480,2208055,117495,115824,122445,124039,123525,119905,125090,125359,127022,127442,125592,126551,1480289
2012,0004,"World, Seasonally Adjusted",191923,187070,194962,191675,191298,188572,187512,186807,189359,186067,192364,187711,2275320,125954,126936,130625,128762,129097,130218,128839,127107,131415,126704,128530,131522,1545709
2013,0004,"World, Seasonally Adjusted",189945,190998,182486.5325,187336.1562,191084.485,185097.8895,0,0,0,0,0,0,1126948.063,129441,130520,128318.2648,130044.4722,129053.6616,133312.4874,0,0,0,0,0,0,780689.886
2001,0005,NAFTA with Mexico (Consump),6374.8,6245.4,7356,6559.3,7083.2,7144.4,6614.7,7152.5,6610.2,7292.6,6884.9,5844.4,81162.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,0005,NAFTA with Mexico (Consump),6164.5,6337,7058,7237.1,7520.1,7160,7140.5,7593.3,7157.3,7810,7223.5,6335.9,84737.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,0005,NAFTA with Mexico (Consump),6838.6,7223,7565.4,6921,7352.5,7210.1,7047,7405.9,7439.6,8070.7,7429.7,7246.9,87750.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,0005,NAFTA with Mexico (Consump),7074.8,7348.6,8486.6,7648.4,7992,8446.707431,7393.5,7864.5,8298.6,8894.7,8519.5,8055.6,96023.50743,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,0005,NAFTA with Mexico (Consump),7268.6,7649.6,8840.6,9182.9,8961.7,9177.8,7831.5,9243.3,8978,10359.5,10005,9697.3,107195.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0005,NAFTA with Mexico (Consump),9678.8,9278.1,11048.5,10013.1,11222.9,11486.6,9643.3,11809.5,10845.6,11555.7,10879.6,9701.2,127162.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0005,NAFTA with Mexico (Consump),9158.1,9664,11514.9,9983.9,11452.5,11171.6,10788.5,12577.4,11370.8,12420,13430.8,10540,134072.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0005,NAFTA with Mexico (Consump),10878.6,10976.1,11853.1,12213,13089.2,12142,12606,12729.3,11501.5,13504.6,10105.5,8917.1,140516,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0005,NAFTA with Mexico (Consump),7599.395994,7520.627675,8214.71581,8610.134001,7907.566534,7771.92172,8567.661927,9190.18872,10035.26784,10835.20065,10591.84748,10712.87185,107557.4002,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0005,NAFTA with Mexico (Consump),9661.3,9913.5,12457.8,11640.2,12018,12037.9,11008.2,12128.3,12212,13182.6,12444,12001.3,140705.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0005,NAFTA with Mexico (Consump),12292.4,11733.9,14536.763,13397.9,13742.6,14184.4,13454.5,14362.3,14101.4,14061.5,14461.7,13488,163817.363,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0005,NAFTA with Mexico (Consump),12563.9,13541.2,15095.8,13524.7,14930.72402,14199.35086,13745.35103,14599.81179,13448.80768,15153.69651,15027.94214,12759.41375,168590.6978,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0005,NAFTA with Mexico (Consump),12260.6061,13167.72932,14082.05154,13984.5673,14930.4596,14243.20911,0,0,0,0,0,0,82668.62297,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,0006,NAFTA with Canada (Consump),9516.2,9156.3,10320.1,9638.1,10495.1,10311.9,7584.3,9941.4,9066.8,9784.7,9457.3,7907.1,113179.3,4699.3,4435.8,5438.6,5261.6,5551.1,5522.6,4827.5,5330.7,4972,5431.5,4872.1,4120.1,60462.9
2002,0006,NAFTA with Canada (Consump),8450.4,9049.7,9800.9,10269.7,10566.4,9883.2,8304.2,7676.2,9989,10410.5,10023.9,8622.1,113046.2,4371.2,4696.5,5463.8,5371.4,5741.3,5513.3,4432.7,5216.9,4997.6,5691.8,5340.9,4626.1,61463.5
2003,0006,NAFTA with Canada (Consump),8469.6,9381.3,10799.7,10046.2,10497.7,10009.4,8687,9579.4,10658,11260,10371.4,9656.7,119416.4,4434.2,5061.4,5513.2,5459.6,6142.3,5524.8,4285,4607.4,5253.6,5891.6,5468.6,4908.9,62550.6
2004,0006,NAFTA with Canada (Consump),9177.7,9975.8,11711.6,11163.7,10991.3,12169.55674,9169.5,11681.9,11403.2,11676.2,11836.7,10720.6,131677.7567,4316.9,5007,6001,5828.8,5933.9,5868.540408,4904,5350.6,5986.8,6103.6,5854.1,5576.3,66731.54041
2005,0006,NAFTA with Canada (Consump),10550.7,11272.1,12138.4,11303.9,11765.8,12240.1,9717.4,13398.3,13457.7,13780,13914.1,12723.1,146261.6,5223.1,5689.3,6820.2,6577.5,6839.8,6881.9,5113.9,6365.8,6719.8,6838.9,6559.4,6160.8,75790.4
2006,0006,NAFTA with Canada (Consump),13009,12625.4,13946.9,12782.7,14307.6,14832.5,11337.4,14599.6,13305.5,13640.6,13137.2,12271.2,159795.6,5933.9,6321.4,7653.5,7076.2,7723,7413.3,6014.1,7339,6979.1,7339.5,7027.5,6550.1,83370.6
2007,0006,NAFTA with Canada (Consump),12228.5,11803.1,14439.7,13023.9,13417.4,14132.4,11311.9,13611,13269.3,14893.6,14407,12446.5,158984.3,5736.3,6229.2,7663.3,7440.1,7951,7866.1,6458.2,7497.3,7527.8,8144.3,7922,6901.6,87337.2
2008,0006,NAFTA with Canada (Consump),13001.4,13647.6,14324.2,15217.2,14839.8,15240,14838.1,15388.3,15158,13897.7,11194.8,9329.6,166076.7,6577.4,7236,7795.4,7973.5,8479.3,8513.6,7707.5,7788.5,7636.8,7699.7,6341,5487.1,89235.8
2009,0006,NAFTA with Canada (Consump),7381.364276,7622.513201,8380.939387,8206.106192,7757.553537,9235.986121,9243.140043,10307.50927,10884.76956,11416.56528,10679.07036,11371.76186,112487.2791,4821.5,5035.8,5553.1,5507.4,5752,6090.7,5670.7,6612.9,6589.2,6807.6,6698.3,6571.4,71710.6
2010,0006,NAFTA with Canada (Consump),10885.2,11254.9,12810,12629.9,13004.5,13396.9,10579.7,12193.4,12290.6,12204.4,11852.8,12323.4,145425.7,5892.1,6722.3,7744,7384.5,7447.8,7736,6645,7251,7305.4,7317.2,7000.6,6681.8,85127.7
2011,0006,NAFTA with Canada (Consump),12813.7,11922.3,13938.236,13773.4,13811.9,13732.1,12414.3,13918.3,14125.7,13962.2,14190,14131.8,162733.936,6203.7,6532.7,8367.5348,7923.1,8147.2,8163.6,7507.5,8411.9,8006.9,8215.1,7520.6,7298.9,92298.7348
2012,0006,NAFTA with Canada (Consump),14379,14368.7,15997.2,15101.1,15023.91449,14982.218,12546.74977,14697.69342,13986.15083,15145.3,15110.75636,13902.53566,175241.3185,6764.4,7690.5,8834.2,8455.1,8830.645667,9002.125346,7993.788437,8694.844754,7973.050826,8572.875505,8117.523481,7350.153332,98279.20735
2013,0006,NAFTA with Canada (Consump),14713.00967,14215.93608,15041.75558,15643.74506,14715.83196,14433.64435,0,0,0,0,0,0,88763.92271,7271.043396,7271.043396,8855.752089,9130.838644,9274.149945,8908.995431,0,0,0,0,0,0,50711.8229
2001,0007,Advance Technology Products,17671,16118,18610,16133,15257,16651,16485,15416,14773,17016,16161,14886,195177,18287,18062,20628,16543,17254,17715,14870,15753,14804,15677,14923,15112,199628
2002,0007,Advance Technology Products,14780,14500,16203,15534,15634,16371,16961,16546,16834,17391,17595,16801,195150,13605,12959,17098,14399,14760,16414,14859,15130,14841,15729,14623,14149,178566
2003,0007,Advance Technology Products,15409,14323,16819,16353,15854,17277,17493,16237,18802,19964,18633,19867,207031,13060,13530,15982,13946,13969,15421,14750,14474,15233,16289,16926,16628,180208
2004,0007,Advance Technology Products,16751,16664,20398,19572,18631,21103,19554,20136,20398,22047,21973,21049,238276,15073,15973,19036,16497,17013,17346,16023,15917,17217,17581,16100,17785,201561
2005,0007,Advance Technology Products,18953,18102,21093,20890,21014,22866,21449,21726,22677,23670,23841,23461,259742,15536,15152,19487,18579,17449,19365,17176,18219,17513,19174,18796,20378,216824
2006,0007,Advance Technology Products,21652,19798,25348,21517,23088,24534,24151,24923,26202,27237,27205,25105,290760,17877,17921,22340,19775,19812,21688,19211,20683,21610,21991,22093,22070,247071
2007,0007,Advance Technology Products,25367,23455,27343,25219,25358,27631,27121,27897,28072,31766,30024,27556,326809,20398,18755,23661,20165,21767,23443,21268,22567,22160,24041,22652,23998,264875
2008,0007,Advance Technology Products,25706,25384,28038,28638,27821,28957,30366,28114,29354,29751,24807,24216,331152,21730,21373,23942,22865,23228,24220,22927,24077,21904,22242,20393,21230,270131
2009,0007,Advance Technology Products,20735.15593,20274.26457,23402.98445,23417.17723,22769.4236,25325.31026,26587.47051,24147.51672,26613.51539,29317.98927,29332.12948,28968.8901,300891.8275,18730.82242,18851.26451,20759.25304,18703.26088,19151.81394,20741.21742,19999.77032,18516.0161,20588.60206,23689.49619,20999.21091,23977.12793,244707.8557
2010,0007,Advance Technology Products,24377.30332,23622.10207,28648.12906,26983.36961,27501.51702,31640.0888,30666.55958,30694.98333,32322.07671,32380.04438,33778.48616,31638.27265,354252.9327,21304.75851,19861.10752,23953.07047,21194.77506,21761.13839,23364.04041,23928.49125,21941.22155,22866.68488,23743.36048,23232.54838,26159.3719,273310.5688
2011,0007,Advance Technology Products,28321.22578,27005.06464,32121.19908,30152.02515,31406.86297,33468.83567,32501.87596,33015.22954,32686.26609,36152.91974,35625.63682,34023.32299,386480.4644,21113.85403,20987.4056,25369.50654,23032.63091,23374.55129,24712.42148,23559.72126,23825.05564,24224.99659,25679.26041,24744.60008,26205.76026,286829.7641
2012,0007,Advance Technology Products,29356.27639,29226.39224,35074.32639,30476.09701,33717.3642,33506.00186,33008.09233,32257.06475,32909.31698,36035.72409,37795.67603,32753.58491,396115.9172,22559.96973,23422.87162,28060.26934,23763.92074,25032.99961,26551.05569,24577.35098,25611.07516,25807.03759,26107.19941,26099.29605,27560.82376,305153.8697
2013,0007,Advance Technology Products,31152.66718,27955.97614,31348.49479,32572.8703,34120.10389,32742.25501,0,0,0,0,0,0,189892.3673,24016.77889,22991.98558,27939.10457,24697.64487,26941.40683,29377.07861,0,0,0,0,0,0,155963.9993
2001,0008,NICS,9064.2,7286,8416,7668.9,7577.7,7732.6,7783.9,7693.7,7323.3,8260.5,7595.4,6800,93202.2,6443.1,6508.2,6988,5840.9,5786.3,5895.3,5865.6,5641.4,6119.5,5727,5771.2,5394.9,71981.4
2002,0008,NICS,7275.4,6477.6,7185,7634.9,7752.5,7436.5,7988.3,8026.8,7935.1,7862.1,8349.3,7926.6,91850.1,5215.5,4618.9,6289.3,5818.5,5817,6408.3,6312.9,6245.6,5812.6,6078.4,5614.1,5538.8,69769.9
2003,0008,NICS,7820.95784,6516.990491,7185.108683,7873.943554,7233.012531,7749.262875,8070.596284,7389.536286,8102.394895,8732.18999,7818.790018,8324.936827,92817.72027,5064.267019,5704.230604,6265.251129,5365.768257,5398.892721,6092.372672,6225.918428,6391.182153,5752.679249,6481.12254,6154.61434,6704.806622,71601.10573
2004,0008,NICS,7932.936533,7051.418204,8528.242666,8366.769919,8796.36667,9274.164908,9100.69884,9179.973055,9741.96743,9504.177369,9430.373319,8568.708123,105475.797,5654.815502,6528.049967,7658.086353,6594.605232,7414.109788,7051.715953,6950.663893,7199.083576,7229.697165,6965.352153,6270.578815,7479.89709,82996.65549
2005,0008,NICS,9074.297044,7646.243641,8216.11773,8035.076669,8317.744084,8644.789044,8197.031435,8947.217357,8575.360239,9094.304949,9086.415779,8774.467104,102609.0651,6646.953433,6538.400768,7904.728911,7146.92011,7147.75125,7269.575377,6982.543835,7597.204507,7045.902467,7500.597641,6562.016048,7660.610626,86003.20497
2006,0008,NICS,9135.491363,7907.687157,8944.36981,8713.592447,9316.169026,9312.497503,9477.211488,9951.46393,9299.079921,9762.112713,9162.574469,8747.963665,109730.2135,6912.141521,6775.513335,8468.470456,7874.504928,7654.398494,8587.306868,7611.254747,8269.103809,8618.890303,8161.954283,8344.193477,9218.474301,96496.20652
2007,0008,NICS,9544.10564,8276.271663,9330.092925,9060.782802,9832.208712,9245.819101,9775.775036,9273.260724,8827.995156,9704.738895,9842.538275,8545.964007,111259.5529,8014.782561,7582.621863,8909.648361,8601.931638,8382.069698,9589.34952,8668.040293,9135.861624,8683.243298,9458.228933,8893.779009,9831.042702,105750.5995
2008,0008,NICS,9410.434498,8553.264128,8966.816487,9267.156541,9172.78262,8665.820882,9821.107223,8854.459855,9231.783747,9441.172835,8045.980525,7332.683258,106763.4626,8710.709986,9082.336866,10148.72942,9594.855393,9907.800307,10644.95494,9887.051264,9524.213695,9113.941536,8716.301361,7192.264025,6424.017763,108947.1766
2009,0008,NICS,7550.445784,5967.764073,7041.450272,6837.214367,6889.752918,6987.38841,7404.131701,7211.026485,7725.978694,7876.997385,7671.684188,7689.707425,86853.5417,5896.401407,5941.762433,6853.435248,6556.416464,7130.638906,7380.169297,7695.740221,7839.875206,8499.110282,9103.035372,8149.335711,9333.995652,90379.9162
2010,0008,NICS,7293.354467,6601.446626,7970.050782,8411.839419,8903.540494,9451.587056,9414.540912,9440.10355,9767.800817,9880.144934,10211.5889,9099.994392,106445.9923,8724.49229,8877.076768,10736.89017,9568.389524,9759.906553,10039.00155,10424.74452,9941.165824,10459.38996,10276.80092,10272.75549,11369.12722,120449.7408
2011,0008,NICS,9400.627132,8613.001092,9646.25073,10407.50329,11210.78932,10982.20547,10942.83349,10365.31624,10282.18881,10385.94415,10022.57145,9333.195095,121592.4263,10346.31666,10128.87695,12016.53599,11886.40808,11163.87909,11056.06798,11351.97555,11406.74457,12789.32144,11339.77927,11645.34896,11720.19121,136851.4457
2012,0008,NICS,9331.381489,9236.292814,10216.30129,10850.05753,10963.42564,10556.60889,10908.58514,10205.23872,10444.79303,11019.9653,10135.00024,9573.074492,123440.7246,9567.602896,11746.47474,12789.05437,11817.03057,11247.13999,11978.93671,10165.83855,10155.28575,10827.12132,10417.42186,11166.41871,12740.3941,134618.7196
2013,0008,NICS,10275.2212,9012.523432,10128.64578,10859.25692,11000.47572,10427.0321,0,0,0,0,0,0,61703.15516,10337.70031,11876.49067,12804.65705,10517.14663,11488.95471,12259.97076,0,0,0,0,0,0,69284.92012
2001,0009,South and Central America,6476.1,5475.2,6218.7,5702.1,5801.7,5695.1,5712.8,5960.2,5275.8,5332.8,4992.9,4726.6,67370,4779.9,4547.2,5323.2,4967.6,5216.1,5148.1,5013.4,5147.5,4308.8,4649.9,4765.7,4288.5,58155.9
2002,0009,South and Central America,4844.9,4553.6,5273.7,5407,5770.4,5558.9,6222.4,6492.2,6363.6,6997.7,6144.4,5874.4,69503.2,3875.7,3958.9,4503.3,4306.1,4551.6,4187.4,4098,4401.7,4320.7,4567.8,4693.4,4086.6,51551.2
2003,0009,South and Central America,5193.472035,5567.559638,6777.326725,6854.338564,6506.534441,6513.031381,7105.052908,6941.147036,6569.834768,7064.270789,6343.037214,7393.463226,78829.06873,4037.139774,3952.003826,4522.379094,4071.26357,4138.128696,4180.902313,4416.559733,4452.396079,4236.96299,4783.331699,4665.066079,4490.092885,51946.22674
2004,0009,South and Central America,6830.513628,6827.453167,7829.441798,7492.097953,7871.531153,8416.489411,8522.663197,8818.230476,8653.34534,9292.101022,8960.293976,9133.65116,98647.81228,4462.103898,4816.047551,5355.512384,4941.083184,5128.32702,5113.165674,5090.710065,5116.86391,4917.96608,5636.39662,5336.979083,5464.504094,61379.65956
2005,0009,South and Central America,9201.908356,8582.963674,10119.56043,9943.834308,9990.289486,10502.95645,10457.10895,10854.29069,10901.00501,10665.07929,10663.80879,10990.22387,122873.0293,5171.979963,5186.46498,6027.530008,6149.964082,6296.024304,6277.264607,6083.445091,6185.282981,5843.882055,6111.747892,6371.343324,6618.916957,72323.84624
2006,0009,South and Central America,11041.65094,10068.4613,11657.03503,10370.14441,11890.63456,11565.71701,12256.67726,12311.91701,11369.05491,10922.7995,10129.2205,10092.50885,133675.8213,6444.24917,6201.958481,7332.577931,6903.28421,7205.664658,7362.858968,7251.175498,7583.961302,7662.577772,8095.160531,8442.860697,7893.313619,88379.64284
2007,0009,South and Central America,10163.19463,9092.540352,10851.6481,10765.22748,11328.44955,10690.26627,11570.96267,12072.95756,11347.22361,12349.91869,12018.76254,12564.47056,134815.622,7949.18056,7366.091774,8405.472622,8069.115808,8596.942652,8693.440048,8878.970536,9379.333161,8989.71038,10292.06695,9957.495892,10202.54793,106780.3683
2008,0009,South and Central America,13158.56423,11759.05001,12380.22923,13136.7348,13956.2816,15704.46682,17081.58061,15788.34028,14319.67021,13690.56405,9829.301728,9174.652628,159979.4362,9955.983671,10277.58891,10889.59832,11153.51786,11849.0001,12523.70136,12461.86768,14114.54721,11377.76517,12333.69572,10626.50831,9381.888487,136945.6628
2009,0009,South and Central America,8288.522949,7402.022691,8520.276414,7887.103519,8307.131852,9317.012056,10266.90005,9099.695251,9901.147793,9317.797352,9522.963216,10268.57119,108099.1443,8804.491826,8046.769999,8745.636018,8010.752857,8767.307198,8920.873596,8861.920071,9218.221947,9129.628981,10431.27981,10132.66654,10479.25176,109548.8006
2010,0009,South and Central America,9733.335334,9578.282873,11312.01274,11027.11688,10619.38357,11090.24045,11563.25252,11655.27596,10963.33681,10826.80853,11228.64015,11827.09593,131424.7817,9723.834653,9834.005941,12044.85995,11428.43131,11893.9405,11292.36873,11711.7973,11819.60694,11377.56243,12969.50361,12386.10946,12094.79031,138576.8111
