year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2004,4792,Slovenia,27.498203,42.354332,50.964101,43.856382,39.563925,42.95644,47.214367,42.382199,38.942889,37.108533,45.292756,51.705639,509.839766,12.1984,14.536395,21.147051,14.290279,14.89146,20.977045,20.002248,13.913261,13.435023,12.831849,18.302092,15.473798,191.998901
2005,4792,Slovenia,32.898462,35.462082,42.173735,38.370235,40.153546,36.0148,31.931095,34.181845,27.660889,32.792612,31.359384,30.020784,413.019469,13.911707,15.329349,26.14165,20.372411,17.00281,18.031581,14.478252,26.44577,25.062876,15.660711,18.317569,23.075631,233.830317
2006,4792,Slovenia,33.081262,27.710059,36.080344,39.834361,44.382475,38.256194,44.644186,38.196465,35.005558,51.960378,48.509803,45.496901,483.157986,22.246392,12.763849,19.229185,18.132696,14.757826,25.043985,18.416537,22.719747,26.659225,16.847874,22.705746,19.605752,239.128814
2007,4792,Slovenia,44.112742,42.150848,43.511454,44.363228,37.034175,39.077174,39.93309,42.085843,35.454879,44.523048,38.079037,38.027591,488.353109,19.377918,17.548663,30.689744,20.670639,30.926777,22.513499,25.019995,29.678781,26.679276,23.481929,21.559254,28.694269,296.840744
2008,4792,Slovenia,32.005747,30.761089,46.486871,41.90941,40.277603,39.356248,44.90591,36.264782,44.352187,36.562168,35.481697,38.158982,466.522694,23.289491,16.345729,23.106698,25.085582,26.014506,22.504645,25.03722,33.557227,22.398278,20.736337,47.93002,23.590216,309.595949
2009,4792,Slovenia,32.879517,27.850526,38.582887,29.169157,27.981161,30.300488,32.87496,32.846108,35.69869,32.255482,31.793326,35.48292,387.715222,27.707613,72.289528,18.138613,13.017092,11.575717,11.778618,11.475844,18.556127,12.442416,17.858652,13.576208,15.228669,243.645097
2010,4792,Slovenia,34.682061,30.511151,44.840209,33.88851,37.97986,41.958552,36.190376,40.738126,39.046355,43.231029,39.903398,42.144883,465.11451,13.842176,15.433029,30.599653,11.996934,14.566472,31.791453,14.257201,74.219863,19.612075,69.632544,14.43979,17.717593,328.108783
2011,4792,Slovenia,39.734337,35.087051,41.085002,42.345705,43.813606,49.708665,48.362455,45.415094,45.527601,42.902701,56.985552,53.56882,544.536589,90.190546,31.026541,31.739032,18.942399,40.427886,14.262046,65.788152,70.072775,75.994928,27.766236,104.508308,97.006776,667.725625
2012,4792,Slovenia,43.324519,48.256561,43.220159,47.733807,55.548001,43.803825,54.157977,43.949121,39.965701,48.160081,45.617645,47.881728,561.619125,17.130416,53.392235,35.32282,32.508529,12.661206,14.821083,62.930923,11.309813,18.941455,22.904256,12.953295,13.011557,307.887588
2013,4792,Slovenia,41.594307,36.372244,41.465106,50.003548,55.247584,41.971609,0,0,0,0,0,0,266.654398,10.158127,17.480984,18.037981,12.791099,78.867232,12.04889,0,0,0,0,0,0,149.384313
2001,4793,Bosnia and Herzegovina,1.1,0.5,1,0.5,1.7,1.9,0.9,1,0.7,0.9,0.6,1,11.8,5.4,4.2,1.8,2.4,3,1.5,1.5,2.1,2.7,2.5,4.6,11.5,43.2
2002,4793,Bosnia and Herzegovina,0.9,0.9,1.1,1.7,1.3,1.9,1.1,1.4,1.5,2,0.8,0.8,15.4,0.8,3.1,1.5,1.3,0.7,1.7,2.6,1.4,6.6,1.3,6.4,4.2,31.6
2003,4793,Bosnia and Herzegovina,0.725343,0.781218,0.627453,0.853495,1.381783,1.249517,0.969733,1.283658,0.756457,1.145479,1.052702,0.908007,11.734845,1.648477,1.098988,1.55351,1.238759,2.011817,1.542446,1.615813,4.115079,0.954193,0.991247,2.715277,1.679188,21.164794
2004,4793,Bosnia and Herzegovina,0.710555,0.615027,0.962933,0.784761,1.040295,0.70068,0.906622,0.941141,1.058804,1.12619,1.190535,1.158474,11.196017,2.107059,1.430974,5.544933,0.718209,1.418296,1.326442,2.622582,1.635193,2.07021,7.021103,0.737024,1.131575,27.7636
2005,4793,Bosnia and Herzegovina,1.915009,0.973034,1.322206,1.533442,1.014739,0.969224,1.513341,1.371004,1.233873,55.698868,1.583351,1.33402,70.462111,1.613231,1.504902,1.03067,0.81211,1.758482,1.872668,2.441843,0.799748,1.216192,1.471921,1.864178,1.187848,17.573793
2006,4793,Bosnia and Herzegovina,1.171066,0.673419,0.903056,1.234037,1.115476,9.948824,1.536195,1.576169,1.447786,2.389881,1.767498,1.913921,25.677328,1.240036,2.212372,0.954002,1.764252,28.256489,0.81888,0.464568,7.141986,3.117174,2.577349,1.921727,1.0848,51.553635
2007,4793,Bosnia and Herzegovina,1.983195,1.144406,1.915328,1.696058,1.975746,1.726587,1.856321,2.237444,2.041978,1.975717,2.18708,4.397265,25.137125,1.268783,1.321857,1.203305,0.957953,2.775035,0.835068,1.037076,2.740392,2.455844,1.981565,1.686693,1.889471,20.153042
2008,4793,Bosnia and Herzegovina,1.989024,1.06307,1.400725,2.340836,1.828614,2.243832,1.613889,1.784608,3.731105,1.921587,2.273589,2.495043,24.685922,1.066607,1.258653,6.373429,1.746021,3.02383,6.179587,2.113745,2.238712,2.990915,2.258191,2.67306,2.190916,34.113666
2009,4793,Bosnia and Herzegovina,1.380467,1.552427,1.483556,1.567124,2.557897,2.525639,3.189886,2.20625,1.556979,1.679263,2.795717,2.407306,24.902511,2.877029,1.647791,2.320898,2.647834,1.672757,1.828893,1.933619,1.389434,1.330933,0.794038,1.14841,1.699062,21.290698
2010,4793,Bosnia and Herzegovina,1.487231,1.346983,1.372364,2.785703,2.499429,2.748457,2.71268,2.734785,2.081241,1.888552,2.032731,1.88822,25.578376,1.209047,0.791014,10.09408,0.989851,4.324641,1.024823,1.244863,1.319788,1.973956,1.127634,0.830109,1.419704,26.34951
2011,4793,Bosnia and Herzegovina,2.244567,2.048982,12.922826,2.760989,3.549017,2.909362,4.426724,5.118624,4.132017,2.976143,2.965576,3.628718,49.683545,0.77409,1.763267,1.426319,0.777679,1.29787,1.105761,1.31828,4.471564,0.902873,2.884173,2.405478,2.192806,21.32016
2012,4793,Bosnia and Herzegovina,3.454398,3.994157,3.232205,3.462861,3.813519,3.067185,9.540343,4.482056,3.996467,3.219537,4.696835,4.294651,51.254214,0.711263,1.406009,1.149295,2.043976,0.95252,1.020972,0.902741,0.595277,0.628487,2.268532,2.1717,2.023469,15.874241
2013,4793,Bosnia and Herzegovina,4.80089,3.401015,3.017255,3.14345,4.326015,8.436031,0,0,0,0,0,0,27.124656,2.247778,2.421029,2.625,2.78651,5.282297,1.60098,0,0,0,0,0,0,16.963594
2001,4794,Macedonia,15.1,9.4,10.1,8.5,8.8,7.6,7.8,7.8,6.3,9.2,17.6,3.5,111.7,1.4,1.3,4.6,2,3.2,2.2,2.2,2.9,5.7,4.5,1.7,1.3,33
2002,4794,Macedonia,11,5.7,5.9,5.7,3.8,3.8,8.9,6.1,5.9,5,7.6,3.8,73.2,3.1,1.2,0.9,1,2.3,1.5,1.4,0.9,1.2,2.4,1.5,1.3,18.7
2003,4794,Macedonia,6.059195,12.065672,4.061184,5.250872,1.846554,2.957186,4.168018,3.941993,5.742624,6.097776,3.865629,4.7395,60.796203,1.050389,0.772555,2.273857,2.25449,1.657801,7.748775,1.353128,1.220341,1.931377,1.399423,2.552815,1.911488,26.126439
2004,4794,Macedonia,7.61541,11.43217,5.863885,2.97551,2.370877,7.305255,4.939164,5.016434,5.768075,5.784182,10.467386,8.654608,78.192956,1.873696,1.270122,0.480994,1.00828,0.899879,1.144414,1.972389,1.633575,1.25106,3.475263,2.269228,3.955399,21.234299
2005,4794,Macedonia,4.50533,6.20914,3.357201,1.806219,3.032771,4.720625,6.233861,4.470812,4.668044,4.201707,3.270334,1.673458,48.149502,1.203019,1.003864,3.174051,12.649999,2.120962,1.561855,1.591799,2.6226,1.078425,1.896255,0.8173,1.836138,31.556267
2006,4794,Macedonia,6.461982,9.611696,2.553748,1.483705,0.948949,6.254245,2.533066,2.705024,2.350415,2.903095,2.661621,1.761166,42.228712,0.967254,0.686792,1.079004,2.353175,4.715532,2.694011,1.689805,1.330225,1.86251,1.598959,1.968117,1.480798,22.426182
2007,4794,Macedonia,7.562943,4.574701,2.376229,3.875893,5.979281,0.733564,7.458976,1.760797,8.358669,12.65307,1.387313,15.923254,72.64469,1.44304,3.313127,1.846035,2.163047,7.590114,1.917586,1.313189,1.474837,2.894511,4.500223,2.489739,2.615879,33.561327
2008,4794,Macedonia,6.444592,0.946267,1.201898,12.321217,16.586031,0.945763,8.710139,15.660503,1.042727,1.81993,3.113444,8.932874,77.725385,3.153814,1.893333,4.440398,2.090407,3.250123,5.14554,4.084534,2.130734,4.317096,2.118777,2.371415,1.118566,36.114737
2009,4794,Macedonia,6.009916,5.115328,8.762658,2.164191,0.893066,0.821308,2.794691,0.816063,1.425912,1.591546,2.390756,11.534951,44.320386,1.646133,5.916479,1.725459,2.430126,2.581922,2.819506,3.505691,3.710881,1.853262,4.796582,1.773934,2.077096,34.837071
2010,4794,Macedonia,2.913505,8.104359,1.209381,1.209233,0.939091,1.494913,4.017957,1.401139,2.497311,2.452306,3.703637,7.094422,37.037254,1.42737,5.541956,3.662177,2.719412,2.085917,3.647712,1.962592,2.472217,1.546433,3.249125,1.405069,3.612853,33.332833
2011,4794,Macedonia,5.625422,8.919852,9.284415,1.653949,1.129877,1.832884,6.456634,1.97259,1.740854,2.429059,6.52175,4.922529,52.489815,1.40648,1.372677,2.342254,1.079377,2.079049,1.914603,2.9645,1.24188,5.728937,5.529606,1.506739,2.267801,29.433903
2012,4794,Macedonia,9.119812,15.026403,6.215693,6.504825,3.129975,2.600603,18.38297,8.72632,2.683,3.161515,7.253049,3.956229,86.760394,0.72758,0.994931,2.000351,1.710224,0.636272,4.164755,0.973505,1.498901,2.680229,1.478301,1.363375,2.889076,21.1175
2013,4794,Macedonia,9.841453,14.127141,2.711633,2.42241,2.532017,1.344902,0,0,0,0,0,0,32.979556,3.859402,8.318804,5.245991,7.643174,6.781087,3.921813,0,0,0,0,0,0,35.770271
2001,4799,Serbia and Montenegro,0.3,0,0.2,0.5,0.3,1,0.5,0.5,0.3,0.8,0.4,1.3,6.1,3,2.8,6.6,4.6,1.5,10,6.5,3.9,2.7,2.8,11.3,10.5,66.2
2002,4799,Serbia and Montenegro,0.3,0.4,0.3,0.9,1.8,0.6,0.7,1.5,0.7,0.7,0.8,0.7,9.4,4.5,3.2,8.2,3.3,4.2,4.2,21.8,5.6,5.7,6.6,4.1,6.7,78.1
2003,4799,Serbia and Montenegro,0.619624,0.408335,1.074216,0.894168,0.985652,1.008116,0.920987,1.356185,2.141192,2.114863,1.089089,2.19141,14.803837,5.425965,3.917919,3.920667,4.481921,4.247959,3.693827,4.07571,5.373087,2.940558,1.63388,4.266436,5.959074,49.937003
2004,4799,Serbia and Montenegro,2.009341,1.480251,2.195156,3.090938,2.168139,2.495888,16.911622,4.020106,5.619907,22.993064,23.584586,5.224765,91.793763,26.713176,6.423894,30.137534,7.36632,12.157172,7.15679,9.816803,7.700164,7.990497,9.166497,8.935362,9.369252,142.933461
2005,4799,Serbia and Montenegro,5.318041,5.06182,3.957452,4.480302,3.757742,3.432863,5.247184,5.035041,4.008661,5.52391,4.852476,3.957335,54.632827,7.814976,16.21097,10.110438,8.812118,18.474107,13.518506,8.531471,10.20228,8.714091,6.040429,13.951029,10.115915,132.49633
2006,4799,Serbia and Montenegro,8.134202,4.226248,5.616011,4.278088,4.424964,5.1489,7.607863,5.821764,5.390596,5.067321,5.86114,6.111244,67.688341,9.87898,8.9555,10.938184,15.898037,9.962519,10.710987,12.553525,11.279744,16.471932,15.065824,12.602763,12.824665,147.14266
2009,4801,Serbia,3.302391,5.021048,4.349499,4.540096,4.010551,5.430329,8.199556,9.847474,3.331078,3.08474,4.425503,6.416335,61.9586,6.297616,7.237813,7.134107,10.218477,8.131713,12.806489,18.249882,10.356509,7.503219,8.378547,8.107789,8.17186,112.594021
2010,4801,Serbia,50.417338,6.574223,10.341628,19.978162,11.004895,11.461016,8.47205,13.874991,6.766251,12.415297,7.422468,5.547383,164.275702,8.674575,5.697364,6.710248,13.575619,11.106862,7.632899,7.27734,6.582003,6.241083,7.720596,11.042665,12.207959,104.469213
2011,4801,Serbia,4.551243,5.878206,8.126706,41.734398,8.685867,11.464897,8.692011,6.647507,8.905473,8.067122,9.297888,11.670687,133.722005,6.067405,7.068201,9.957564,11.050776,11.738061,10.99264,8.610544,10.080746,10.823488,19.217701,8.44607,12.386491,126.439687
2012,4801,Serbia,11.028666,8.904718,9.005862,12.759605,14.366933,13.003697,14.623192,14.361337,7.0555,13.129709,11.505832,15.81249,145.557541,10.478344,9.066277,11.593094,14.37792,15.031341,6.374714,7.49501,12.352406,12.029277,8.304177,8.327796,12.227639,127.657995
2013,4801,Serbia,9.84949,12.305036,13.403595,12.49758,16.087929,40.328617,0,0,0,0,0,0,104.472247,17.52996,8.779645,9.752749,20.606641,12.95027,11.794233,0,0,0,0,0,0,81.413498
2007,4802,Serbia,5.039169,2.900045,2.876089,3.229835,4.971173,4.932157,4.462873,7.243679,3.772101,6.510702,6.771124,5.563547,58.272494,3.982735,4.114562,7.331147,16.024818,7.875514,13.607189,10.093199,8.020426,9.997021,7.748689,10.797856,9.989934,109.58309
2008,4802,Serbia,6.640927,4.249513,6.310456,4.981661,5.51227,4.2502,6.798265,6.508466,5.512875,6.003327,7.716774,7.161675,71.646409,9.099345,19.674576,10.616067,17.461337,30.471086,19.860194,23.772442,18.911274,24.037205,12.489172,10.986051,9.978709,207.357458
2009,4803,Kosovo,0.033119,0,0,0.01584,0.09597,0.056793,0.090376,0.024012,0.022822,0.00747,0.02296,0.026566,0.395928,0.131355,0.259662,0.424849,0.07506,0.299443,0.157424,0.390788,0.148755,0.636939,0.610643,0.11582,1.751528,5.002266
2010,4803,Kosovo,0.03113,0.002552,0.013579,0.02146,0,0.001051,0,0,0.014434,0.00314,0,0.001312,0.088658,1.219921,0.411909,0.818016,0.221234,0.75534,1.129842,0.582134,1.016529,0.761097,1.059956,0.986864,2.220203,11.183045
2011,4803,Kosovo,0.018144,0,0,0.003032,0.22558,0.038144,0.026008,0.000171,0,0,0.00321,0,0.314289,0.552136,1.16338,1.145547,1.699639,0.640214,0.51919,0.831307,1.856392,1.393229,1.572975,0.827241,3.370866,15.572116
2012,4803,Kosovo,0.004708,0,0.0216,0.028718,0.003,0.040889,0.005425,0.010405,0.066026,0.007118,0.049683,0.021243,0.258815,1.300058,0.743506,0.363238,1.613283,0.686736,3.861108,1.509994,1.942647,1.416996,3.125467,1.917708,2.351493,20.832234
2013,4803,Kosovo,0.056842,0.152222,0.071782,0.0281,0,0.012388,0,0,0,0,0,0,0.321334,0.859175,0.373004,1.249555,1.643739,1.195844,0.676344,0,0,0,0,0,0,5.997661
2007,4804,Montenegro,0.258797,0.133882,1.554745,0.788971,0.009141,0.413061,0.063556,0.104727,0.979353,0.034871,0.008599,1.014312,5.364015,2.065609,3.407868,2.131875,1.268919,1.444329,5.011094,2.784308,3.892729,0.900731,4.413734,2.506904,15.477963,45.306063
2008,4804,Montenegro,0.01287,0.014308,0.073528,0.015378,0.028531,0.023459,0.039514,0.051075,0.022288,0.100818,0.008591,0.07675,0.46711,3.046984,1.563816,2.249349,2.48332,3.112412,1.913933,3.67352,13.599013,4.309753,5.835763,4.546146,6.851492,53.185501
2009,4804,Montenegro,0.755483,0.442364,0.073638,0.186387,0.103234,1.289066,1.491303,1.811355,0.014601,0.014604,10.414733,0.037241,16.634009,3.833219,2.959916,3.46257,3.995369,4.594967,4.3302,2.831183,3.897987,1.634725,1.418552,0.613609,1.215571,34.787868
2010,4804,Montenegro,0.026861,0.213723,0.402321,0.531633,0.398787,0.510527,0.46532,0.196818,0.238492,0.231735,0.457662,0.273427,3.947306,0.882749,1.4193,1.242886,1.276181,2.128991,0.915802,0.925227,1.106529,0.561263,1.623606,1.254311,1.217958,14.554803
2011,4804,Montenegro,0.119933,0.399592,0.597874,0.418722,0.025418,0.260815,0.358735,0.705855,0.441724,0.401284,0.516904,0.139775,4.386631,0.390281,0.616751,1.177865,1.622264,3.552127,1.905706,1.242483,1.603466,0.949682,1.421465,1.75295,1.437969,17.673009
2012,4804,Montenegro,0.165995,0.147104,0.624146,0.386515,0.4113,0.894508,0.265393,0.396247,0.080414,0.086128,0.180578,0.027396,3.665724,1.582224,1.721618,0.567303,0.852383,1.560337,1.054846,0.915107,0.868122,0.67749,1.163571,0.587734,0.846667,12.397402
2013,4804,Montenegro,0.361497,0.070642,0.170742,0.158777,0.064905,0.168885,0,0,0,0,0,0,0.995448,0.746632,0.457363,2.011353,1.133491,6.467773,1.914019,0,0,0,0,0,0,12.730631
2001,4810,Albania,2.9,0.5,0.3,0.3,0.5,0.3,0.2,0.4,0.7,0.3,0.4,0.6,7.4,0.1,1.1,2,0.5,0.4,0.7,0.4,1.1,0.5,2,2.5,4,15.3
2002,4810,Albania,1.5,0.5,0.5,0.2,0.6,0.3,0.2,0.3,0.3,0.4,0.5,0.5,5.8,3,1,0.5,1.5,0.7,0.2,1.3,0.4,1.1,2.2,2.3,0.6,14.8
2003,4810,Albania,0.441764,0.255602,0.602216,0.35206,0.406021,0.231788,0.260491,0.179907,0.421461,0.437236,0.277877,0.490045,4.356468,0.708913,0.405532,0.558518,1.354646,0.854383,0.774271,0.290908,0.406408,0.830299,1.289819,1.629285,0.584891,9.687873
2004,4810,Albania,1.572408,0.641586,0.767434,1.236102,0.686235,0.504553,0.480112,1.044014,1.249667,0.644097,1.388488,1.197926,11.412622,1.66062,0.84252,1.468699,2.369368,0.826711,4.201542,0.739485,2.579232,1.325388,1.832957,1.116871,1.130682,20.094075
2005,4810,Albania,0.701665,0.556263,0.529423,0.805946,28.065614,0.830333,0.64707,0.632219,1.179122,1.180388,0.995356,1.065351,37.18875,1.763154,0.804338,1.147615,1.830286,1.600831,0.71134,3.492857,2.309188,0.991853,2.76157,0.533989,0.566904,18.513925
2006,4810,Albania,12.951151,1.379869,1.773044,0.736304,1.715432,0.904898,1.181742,0.494682,0.787516,1.042234,0.607971,0.37079,23.945633,0.520691,1.158539,1.678431,1.514333,1.71781,1.687543,1.876837,4.860836,3.234524,1.573881,2.117269,5.690541,27.631235
2007,4810,Albania,1.36053,1.148122,0.53029,0.696472,1.4713,1.005513,0.405965,0.669199,0.512024,0.390709,0.758833,0.574982,9.523939,1.547336,1.250516,3.383489,1.443357,1.142307,10.037766,1.34993,2.214016,1.685611,3.060638,3.09232,3.757829,33.965115
2008,4810,Albania,0.422802,0.6327,1.335227,0.765571,1.125524,1.21,1.045659,1.032298,0.572867,1.19711,1.267233,1.170896,11.777887,2.960337,1.168186,1.829722,6.540882,2.756595,2.943078,3.49281,4.004858,2.07049,3.573467,5.061963,3.628672,40.03106
2009,4810,Albania,0.56275,0.535123,1.210142,0.844075,3.225491,0.457786,0.984829,1.550288,1.601888,1.567748,1.380225,1.080066,15.000411,3.050499,1.45951,1.527175,4.533464,4.325324,6.420594,7.651897,2.416034,4.479588,2.817519,4.445126,4.891835,48.018565
2010,4810,Albania,1.54425,0.689644,3.239881,5.390099,3.010085,3.020024,1.285081,1.762267,2.117498,2.061245,1.988339,4.229869,30.338282,1.828489,3.149945,3.542169,5.479692,7.636911,7.017096,2.530706,1.893654,2.372596,3.903099,3.320616,3.757377,46.43235
2011,4810,Albania,2.849357,2.583338,2.781168,1.518247,1.606443,1.952204,1.355182,2.994522,2.352882,2.190401,1.790207,2.439953,26.413904,3.989098,2.784725,3.643033,3.243518,3.982398,7.501127,3.760293,3.002618,2.571389,4.048137,3.957322,5.046018,47.529676
2012,4810,Albania,1.629316,1.631268,1.147923,2.246971,1.140524,1.139804,0.471559,1.522859,1.636579,1.443035,3.219675,1.627406,18.856919,2.399957,2.919383,3.552899,4.12647,6.700259,6.532923,3.930584,4.51136,3.554244,5.777256,5.702829,4.374126,54.08229
2013,4810,Albania,1.128829,1.336203,2.017887,1.204768,1.652692,1.492973,0,0,0,0,0,0,8.833352,3.771411,6.870659,5.077601,5.829262,7.505281,5.982718,0,0,0,0,0,0,35.036932
2001,4840,Greece,53.3,39.4,44.3,50.6,35.9,38.5,41,39.7,34.4,46,45.9,36.3,505.3,114,87,97.5,91.3,66.9,165.5,77.2,119.4,52.1,153.6,71.8,197.2,1293.5
2002,4840,Greece,32.9,36.4,53,49.3,60.8,43.2,43,46.5,46,43.2,53.8,38,546.1,64.4,75.7,90.5,77,95.8,67.7,66.3,93.1,152.4,186.4,97.3,85.1,1151.7
2003,4840,Greece,56.858084,41.630288,57.254002,58.179784,51.821107,54.074892,47.937448,48.843693,55.677728,41.241164,40.802511,59.644725,613.965426,94.865117,147.020565,88.909473,263.647761,117.84203,245.681018,266.909416,203.309081,400.801888,119.011137,459.729917,98.751393,2506.478796
2004,4840,Greece,50.537393,37.25073,43.146009,49.488388,51.061349,73.96063,49.711105,86.935572,42.240392,83.039725,79.417538,76.806354,723.595185,234.038146,252.790096,321.358289,155.282962,208.157687,318.437485,111.779094,98.183451,76.377435,94.067769,74.757545,117.995715,2063.225674
2005,4840,Greece,76.39169,64.066126,75.815979,75.531438,64.044798,61.368154,68.584764,100.177705,74.449719,74.962461,71.988776,76.34855,883.73016,81.669545,88.776721,160.509162,105.81071,147.130463,105.491457,86.508045,72.237102,94.575689,79.297731,85.924193,84.317676,1192.248494
2006,4840,Greece,74.31579,57.403643,73.560682,124.325541,68.289095,59.983926,107.926308,97.806593,94.945309,69.424281,90.418746,47.263689,965.663603,103.056289,98.376998,90.327119,144.429764,123.806458,107.44482,132.754862,121.731491,144.246793,186.890653,174.263767,127.391482,1554.720496
2007,4840,Greece,71.044637,106.78355,80.395943,106.674326,123.69838,66.310901,131.208782,124.820736,68.551684,127.30546,85.381885,99.753596,1191.92988,283.460995,245.460697,319.361875,145.060776,170.804822,129.420492,122.292703,145.480767,121.027179,136.844943,136.755689,154.235069,2110.206007
2008,4840,Greece,99.282154,65.864855,48.345908,86.805642,82.318944,76.916579,78.315582,57.324226,110.580525,101.2174,113.920154,78.046101,998.93807,143.451171,161.736378,101.383125,138.736397,166.587549,192.547435,110.584752,227.601878,141.936327,185.153405,231.167406,130.684913,1931.570736
2009,4840,Greece,74.373099,48.123795,103.04385,76.508108,70.029151,52.334312,49.485538,58.66277,125.94522,75.02992,49.978769,57.03426,840.548792,107.240171,101.884857,171.269978,145.57465,310.052887,283.740053,175.41868,81.4804,113.849839,595.54024,138.275048,262.737261,2487.064064
2010,4840,Greece,55.29099,55.569426,63.536751,56.639616,70.195122,53.617255,63.086062,56.741317,98.040377,53.44221,112.757672,58.957467,797.874265,136.533979,101.73011,96.288113,82.778883,74.990446,106.112664,104.384853,70.71306,56.083032,71.514685,78.208971,127.114314,1106.45311
2011,4840,Greece,86.508266,64.799269,68.029201,85.915831,78.698461,69.621479,74.817327,66.94311,56.323755,73.950278,62.411033,77.426201,865.444211,75.708023,70.730324,61.907481,72.485146,100.345592,124.091665,169.19984,98.697044,83.947715,48.712401,85.063136,130.605446,1121.493813
2012,4840,Greece,83.632934,70.515639,137.43593,82.596183,83.350438,89.983541,75.811633,85.230574,55.283266,70.741688,73.953449,78.398949,986.934224,44.650933,117.508798,85.60689,62.266535,56.541903,89.112857,53.264167,46.878917,78.358635,55.433343,53.868024,61.395894,804.886896
2013,4840,Greece,67.58655,56.585716,87.385274,86.303467,65.51799,84.429702,0,0,0,0,0,0,447.808699,44.0831,55.950608,49.984294,106.055676,54.361408,69.499212,0,0,0,0,0,0,379.934298
2001,4850,Romania,44.4,42.8,45.3,43,53.1,36.9,57.7,57,39.2,41,32,27.5,519.9,27,12.4,65.3,79.5,15,17.1,11.6,31.1,30.8,26.4,30.4,27.7,374.3
2002,4850,Romania,35.9,35.2,45.3,44.9,29,50.7,92.3,75.6,62.9,88.1,79.6,55.7,695.2,16.4,23.9,16.3,17.9,22,14.4,35.5,19.3,14.6,18.1,19.5,30.3,248.2
2003,4850,Romania,75.175302,35.415244,52.259358,72.628157,55.717086,56.358353,73.608223,55.482744,91.872063,61.467558,45.051846,55.172308,730.208242,13.538528,17.143832,25.743852,20.738946,23.480046,26.155596,24.205554,18.741736,17.112637,17.519971,71.224715,91.289321,366.894734
2004,4850,Romania,56.118191,49.78435,64.338511,48.678318,55.799522,62.58439,90.883567,97.229202,74.567857,102.766014,85.086745,65.160029,852.996696,50.945635,46.829647,48.755545,28.46037,30.210085,37.762162,33.466987,35.738056,32.318164,71.544967,41.264455,68.079125,525.375198
2005,4850,Romania,61.019554,53.514584,99.277021,89.355786,75.681114,110.145387,107.093441,132.538848,143.893486,135.806677,103.068665,96.190155,1207.584718,31.144643,52.296,44.716592,54.258525,54.675825,49.964655,58.260564,54.515196,55.856254,42.889148,60.31479,49.966575,608.858767
2006,4850,Romania,87.863735,118.391603,85.775865,156.756191,94.106307,67.868862,87.592971,91.399709,68.396748,88.214189,84.031221,88.561492,1118.958893,35.632982,61.637569,60.301426,42.882378,40.267799,45.511443,34.998312,34.637984,60.508107,50.764224,41.073837,45.791556,554.007617
2007,4850,Romania,89.392662,67.5368,97.801422,85.400648,72.259439,78.873135,81.140107,93.204022,74.016044,97.589767,129.111356,88.049597,1054.374999,40.816111,50.041878,50.604516,45.751251,55.272999,58.945492,47.053317,55.357289,66.01346,53.499623,75.413127,77.818021,676.587084
2008,4850,Romania,100.797255,86.596046,86.455752,73.452148,75.296232,93.831793,103.536558,88.056197,119.681267,88.30507,103.265341,87.404369,1106.678028,69.495646,64.706311,96.993384,107.467898,100.184049,81.184181,69.805252,105.822118,77.987852,105.477419,98.112028,70.942992,1048.17913
2009,4850,Romania,99.21445,64.394303,74.220213,51.338889,54.422104,58.188444,60.8709,51.465604,56.247653,62.136207,53.917205,65.177578,751.59355,79.305292,58.488886,66.114057,48.363318,34.86037,50.830898,36.666065,39.927506,74.733274,51.904642,61.187319,69.62175,672.003377
2010,4850,Romania,56.745193,61.957084,78.557082,68.511282,82.468282,86.885303,92.156419,94.071211,92.318759,74.725891,112.334568,107.067162,1007.798236,69.592739,43.640731,84.921432,53.21133,71.977914,49.926642,48.576718,45.275974,58.48786,51.086379,95.96444,57.130522,729.792681
2011,4850,Romania,94.054388,88.64922,88.581909,107.913231,125.464057,127.452457,128.055386,131.04096,143.526948,149.789019,141.975944,108.557339,1435.060858,100.99928,73.914869,81.004649,91.590297,90.10415,60.399453,85.368214,106.425439,81.576344,45.922686,42.028783,52.697506,912.03167
2012,4850,Romania,123.258696,87.78388,119.222721,135.69137,154.073482,128.904921,127.329534,154.103895,155.198951,149.566703,144.818089,138.961644,1618.913886,100.149977,47.926176,112.316275,60.064098,53.236731,46.364526,108.305684,46.19839,44.961479,49.725823,83.420315,78.530088,831.199562
2013,4850,Romania,151.139001,104.359009,156.73651,152.178203,132.727866,126.56983,0,0,0,0,0,0,823.710419,60.260845,58.953877,55.221171,62.203875,61.840008,73.49952,0,0,0,0,0,0,371.979296
2001,4870,Bulgaria,26.2,24.4,22,24.8,36,22.9,26.2,34.4,35,27.9,33.2,24,337,9.5,6,20.5,11.7,9,7.4,10.2,4.3,11.3,6.8,5.8,6,108.5
2002,4870,Bulgaria,22.2,28.3,20.5,22.3,17.3,24.7,32.1,28.1,33.2,34.6,45.4,31.1,339.8,4.2,7.2,6.7,6.1,8.4,7.7,8.9,9.5,12.5,10.3,9.4,10.6,101.5
2003,4870,Bulgaria,38.085792,28.916197,49.233487,38.110872,31.34862,29.891139,40.36761,41.08023,30.140926,45.071438,31.835661,37.257271,441.339243,16.09872,11.753029,26.65007,14.398502,7.822195,11.825122,9.036147,6.730409,14.87371,7.021079,9.211576,20.262257,155.682816
